Vocab Word|Page|Type of Plural|Arabic|Plural|Alt. Plural|Fem. Sing.|Fem. Plural|Part of Speech|Verb Type
hunter|||صَيّاد|صَيّادِين||||n|
goldsmith|206||صائِغ|صائِغِين||||n|
governor|206||حاكِم|حُكّام||||n|
grocer|206||خُضَرْجِي|خُضَرْجِيّة||||n|
guard|206||حارِس|حُرّاس||||n|
gynecologist|206||دُكْتُور أمْراض نِسائِيّة|دَكاتْرة أمْراض نِسائِيّة||||n|
historian|206||مُؤَرِّخ|مُؤَرِّخِين||||n|
chronicler|206||مُؤَرِّخ|مُؤَرِّخِين||||n|
host|206||مُضِيف|مُضِيفِين||مُضِيفة|مُضِيفات|n|
painter|206||دَهّان|دَهّانِين||||n|
painter|206||طَرِّيش|طَرِّيشِين||||n|
imam|206||إمام|أَئِمّة||||n|
doctor (internal)|206||دُكْتُور باطِنِي|دَكاتْرة باطِنِي||||n|
inventor|206||مُخْتَرِع|مُخْتَرِعِين||||n|
journalist|206||صَحَفِي|صَحَفِيِّين||||n|
judge|206||قاضِي|قُضاة||||n|
knight|206||فارِس|فُرْسان||||n|
lab technician|206||أخِصّائِي مُخْتَبِر|أخِصّائِيِّين مُخْتَبِر||||n|
lawyer|206||مُحامِي|مُحامِيِّين||||n|
librarian|206||أمِين مَكْتَبة|||||n|
linguist|206||لُغَوِي|لُغَوِيِّين||||n|
lumberjack|206||حَطّاب|حَطّابِين||||n|
mechanic|206||مِيكانِيكِي|مِيكانِيكِيِّين||||n|
medical examiner|206||طَبِيب شَرْعِي|أطِبّاء شَرْعِي||||n|
merchant|206||تاجِر|تُجّار||||n|
military leader|206||قائِد|قُوّاد|قادة|||n|
miller|206||طَحّان|طَحّانِين||||n|
miner|207||عامِل مَنْجَم|عُمّال مَنْجَم||||n|
mine|||مَنْجَم|مَناجِم||||n|
musician|207||مُوسِيقِي|مُوسِيقِيِّين||||n|
muslim preacher|207||خَطِيب|خُطَباء||||n|
neurosurgeon|207||جَرّاح أعْصاب|جَرّاحِين أعْصاب||||n|
nurse|207||مُمَرِّض|مُمَرِّضِين||مُمَرِّضة|مُمَرِّضات|n|
obstetrician|207||دُكْتُور وِلادة|دَكاتْرة وِلادة||||n|
optometrist|207||دُكْتُور عُيُون|دَكاتْرة عُيُون||||n|
pediatrician|207||دُكْتُور أطْفال|دَكاتْرة أطْفال||||n|
pharmacist|207||صَيْدَلانِي|صَيْدَلانِيِّين|صَيادِلة|||n|
philosopher|207||فَيْلَسُوف|فَلاسِفة||||n|
photographer|207||مُصَوِّر|مُصَوِّرِين||||n|
cameraman|207||مُصَوِّر|مُصَوِّرِين||||n|
videographer|||مُصَوِّر|مُصَوِّرِين||||n|
pilot|207||طَيّار|طَيّارِين||||n|
pirate|207||قُرْصان|قَراصِنة||||n|
plumber|207||مُوسَرْجِي|مُوسَرْجِيِّين||||n|
poet|207||شاعِر|شُعَرا||||n|
porter|207||عَتّال|عَتّالِين||||n|
postman|207||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
postal worker|207||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
mailman|||ساعِي بَرِيد|ساعِيِّين بَرِيد||||n|
courier|||ساعِي|ساعِيِّين|سُعاة|||n|
pottery maker|207||صانِع فُجّار|صانِعِين فُجّار||||n|
maker|||صانِع|صانِعِين||||n|
manufacturer|||صانِع|صانِعِين||||n|
preacher|207||واعِظ|واعِظِين||||n|
prisoner|207||سَجِين|سُجَنا||||n|
producer|207||مُنْتِج|مُنْتِجِين||||n|
psychiatrist|207||دُكْتُور نَفْسِي|دَكاتْرة نَفْسِي||||n|
radiologist|207||دُكْتُور الطّاقة الإشْعاعِيّة|دَكاتْرة الطّاقة الإشْعاعِيّة||||n|
reporter|207||مُراسِل صَحَفِي|مُراسِلِين صَحَفِيِّين||||n|
correspondent|||مُراسِل|مُراسِلِين||||n|
salesclerk|207||بَيّاعة|بَيّاعات||||n|
vendor|||بايِع|بايِعِين||||n|
seller|||بايِع|بايِعِين||||n|
salesman|208||بَيّاع|بَيّاعِين||||n|
scientist|208||عالِم|عُلَماء||||n|
shoemaker|208||كُنْدَرْجِي|كُنْدَرْجِيّة||||n|
shoemaker|208||مْصَلِّح أحْذِيّة|مْصَلِّحِين أحْذِيّة||||n|
shoe repairman|||مْصَلِّح أحْذِيّة|مْصَلِّحِين أحْذِيّة||||n|
sign-maker|208||خَطّاط|خَطّاطِين||||n|
singer|208||مُغَنِّي|مُغَنِّيِّين||||n|
soldier|208||جُنْدِي|جُنُود||||n|
specialist|208||مُخْتَص|مُخْتَصِّين||||n|
vendor (street)|208||بايِع مُتَجَوِّل|بايِعِين مُتَجَوِّل||||n|
traveling|||مُتَجَوِّل|||||adj|
wandering|||مُتَجَوِّل|||||adj|
roving|||مُتَجَوِّل|||||adj|
student|208||طالِب|طُلّاب||||n|
surgeon|208||جَرّاح|جَرّاحِين||||n|
tailor|208||خَيّاط|خَيّاطِين||||n|
tanner|208||دَبّاغ|دَبّاغِين||||n|
taxi driver|208||شُفِير تَكْسِي|شُفَرِيّة تَكْسِي||||n|
cab driver|208||شُفِير تَكْسِي|شُفَرِيّة تَكْسِي||||n|
chauffeur|||شُفِير|شُفَرِيّة||||n|
driver|||شُفِير|شُفَرِيّة||||n|
tire repairman|208||بَنْشَرْجِي|بَنْشَرْجِيّة||||n|
tour guide|208||دَلِيل سِياحِي|أدِلّاء سِياحِيِّين||||n|
guide|||دَلِيل|أدِلّاء||||n|
manual|||دَلِيل|أدِلّاء||||n|
tourist|208||سائِح|سُوّاح|سُيّاح|||n|
tourist|208||سايِح|سُوّاح|سُيّاح|||n|
translator|208||مُتَرْجِم|مُتَرْجِمِين||||n|
interpreter|208||مُتَرْجِم|مُتَرْجِمِين||||n|
tribal leader|208||زَعِيم|زُعَما||||n|
veterinarian|208||بَيْطَرِي|بَيْطَرِيِّين||||n|
volunteer|208||مُتَطَوِّع|مُتَطَوِّعِين||||n|
waiter|208||وَيْتَر|وَيْتَرِيّة||||n|
waiter|208||نادِل|نادِلِين||||n|
waiter|208||جَرْسُون|||||n|
server|||وَيْتَر|وَيْتَرِيّة||||n|
server|||نادِل|نادِلِين||||n|
server|||جَرْسُون|||||n|
welder|208||لَحّام|لَحّامِين||||n|
worker|208||شَغِّيل|شَغِّيلِين||||n|
laborer|208||شَغِّيل|شَغِّيلِين||||n|
writer|208||كاتِب|كُتّاب||||n|
airplane|210||طَيّارة|طَيّارات||||n|
ambulance|210||سِيّارة إسْعاف|سِيّارات إسْعاف||||n|
bicycle|210||بَسْكَلِيت|بَسْكَلِيتات||||n|
boat|210||قارِب|قَوارِب||||n|
bulldozer|210||بَلْدُوزَر|||||n|
bus|210||باص|باصات||||n|
car|210||سِيّارة|سِيّارات||||n|
car (convertible)|210||سِيّارة كَشِف|سِيّارات كَشِف||||n|
car (demolition)|210||سِكْراب|||||n|
car (junkyard)|210||سِكْراب|||||n|
lemon (car)|||سِكْراب|||||n|
digger|210||حَفّارة|حَفّارات||||n|
donuts|210||تَخْمِيس|||||n|
doughnuts|210||تَخْمِيس|||||n|
dump truck|210||قَلّاب|قَلّابات||||n|
fire engine|210||سِيّارة الإطْفاء|سِيّارات الإطْفاء||||n|
fire truck|210||سِيّارة الإطْفاء|سِيّارات الإطْفاء||||n|
front end loader|210||جَرّافة|جَرّافات||||n|
garbage truck|210||سِيّارة زْبالة|سِيّارات زْبالة||||n|
dump truck|210||سِيّارة زْبالة|سِيّارات زْبالة||||n|
hot-air baloon|210||مِنْطاد|مَناطِيد||||n|
jet plane|210||طَيّارة نَفّاثة|طَيّارات نَفّاثة||||n|
limousine|210||لِيمُوزِين|لِيمُوزِينات||||n|
motorbike|210||دَرّاجة|دَرّاجات||||n|
pickup truck|210||بِكَم|بِكَمات||||n|
police car|210||سِيّارة شُرْطة|سِيّارات شُرْطة||||n|
police car|210||سِيّارة نَجْدة|سِيّارات نَجْدة||||n|
police car|210||دَوْرِيّة|دَوْرِيّات||||n|
racing car|210||سِيّارة سِباق|سِيّارات سِباق||||n|
race car|||سِيّارة سِباق|سِيّارات سِباق||||n|
recreational vehicle|210||كَرَفان|كَرَفانات||||n|
caravan|210||كَرَفان|كَرَفانات||||n|
campervan|210||كَرَفان|كَرَفانات||||n|
RV|||كَرَفان|كَرَفانات||||n|
roller (steam roller)|210||مَدْحَلة|||||n|
sailboat|210||مَرْكَب شِراعِي|||||n|
scooter|210||سْكُوتَر|سْكُوتَرات||||n|
septic truck|210||تَنْك نَضِح|تَنْكات نَضِح||||n|
ship  |211||سَفِينة|سُفُن||||n|
skid|211||تَشْحِيط|||||n|
space shuttle|211||مَكُّوك فَضائِي|مَكُّوكات فَضائِيّة||||n|
spaceship|211||سَفِينة فَضاء|سُفُن فَضاء||||n|
sports car|211||سِيّارة سْبُور|سِيّارات سْبُور||||n|
steamship|211||باخِرة|بَواخِر||||n|
ship (large)|211||باخِرة|بَواخِر||||n|
submarine|211||غَوّاصة|غَوّاصات||||n|
tank|211||دَبّابة|دَبّابات||||n|
taxi|211||تَكْسِي|تَكاسِي||||n|
cab|211||تَكْسِي|تَكاسِي||||n|
tow truck|211||وِنْش|وِنْشات||||n|
tractor|211||جَرّار|جَرّارات||||n|
tractor|211||تْراكْتُور|تْراكْتُورات||||n|
ticket (traffic violation)|211||مُخالَفة|مُخالَفات||||n|
trailer|211||تْرِيلا|تْرِيلّات||||n|
train|211||قِطار|قِطارات||||n|
truck|211||شاحِنة|شاحِنات||||n|
vehicle|211||مَرْكَبة|مَرْكَبات||||n|
water tank|211||تَنْك مَيّ|تَنْكات مَيّ||||n|
taxi (white)|211||سَرْفِيس|سَرافِيس||||n|
piece|||قِطَعة|قِطَع||||n|
part|||قِطَعة|قِطَع||||n|
car part|212||قِطَعة السِّيّارة|قِطَع السِّيّارات||||n|
inspection sticker (clean car report)|213||كَرْت أبْيَض|كُرُوت أبْيَض||||n|
accelerator|213||دَعْسة بَنْزِين|دَعْسات بَنْزِين||||n|
gas pedal|||دَعْسة بَنْزِين|دَعْسات بَنْزِين||||n|
air conditioning|213||مُكَيِّف|مُكَيِّفات||||n|
air filter|213||فِلْتَر هَوا|فَلاتِر هَوا||||n|
airbag|213||كِيس الهَوا|أكْياس الهَوا||||n|
antenna|213||أنْتِيل|أنْتِيلات||||n|
antenna|213||أنْتِين|أنْتِينات||||n|
armrest|213||رَكّاية|رَكّايات||||n|
automatic transmission|213||جِير أُوتُوماتِك|||||n|
axle (rear)|213||بَكَكَس|||||n|
backseat|213||كُرْسِي خَلْفِي|كَراسِي خَلْفِيّة||||n|
battery|213||بَطّارِيّة|بَطّارِيّات||||n|
battery charger|213||شاحِن بَطّارِيّة|شَواحِن بَطّارِيّة||||n|
body (car)|213||بُودِي|||||n|
brake light|213||ضَوّ بْرِيك|ضْواوْ بْرِيك||||n|
brake pedal|213||دَعْسة بْرِيك|دَعْسات بْرِيك||||n|
bumper|213||طَمْبُون|||||n|
cabin (car)|213||غُرْفة|||||n|
cable|213||كِيبِل|كِيبِلات||||n|
car jack|213||جَك|جَكّات||||n|
center lock|213||سَنْتَر لُوك|||||n|
chassis|213||شَصِي|||||n|
choke|213||خانِق|||||n|
lighter (cigarette)|213||وَلّاعة|||||n|
lighter (cigarette)|213||قَدّاحة|||||n|
clutch pedal|213||دَعْسة كْلَتْش|دَعْسات كْلَتْش||||n|
cooling system|213||نِظام تَبْرِيد|||||n|
dashboard|213||تابْلَو السِّيّارة|||||n|
diesel|213||دِيزِل|||||n|
distributor (car)|213||دِسْبَراتُور|||||n|
distributor (car)|213||مُوزِّع الكَهْرَبا|||||n|
drive shift|214||دْراي شَفْط|||||n|
parking brake|214||هانْد بْرِيك|||||n|
emergency brake|214||هانْد بْرِيك|||||n|
motor|214||ماتُور|ماتُورات||||n|
motor|214||مُحَرِّك|مُحَرِّكات||||n|
engine|214||ماتُور|ماتُورات||||n|
engine|214||مُحَرِّك|مُحَرِّكات||||n|
breakdown (engine)|214||مْكَشْنِت|||||n|
fan|214||مَرْوَحة|مَراوِح||||n|
fender|214||جَناح|جُنْحان|أَجْنِحة|||n|
flat tire|214||عَجَل مْبَنْشِر|||||n|
front seat (car)|214||كُرْسِي أمامِي|كَراسِي أمامِيّة||||n|
fuel injection system|214||إنْجِكْشِن|||||n|
fuel system|214||نِظام الوُقُود|||||n|
gas gauge|214||عَدّاد بَنْزِين|||||n|
gas tank|214||تَنْك بَنْزِين|تَنْكات بَنْزِين||||n|
gasket|214||كاسْكِيت|||||n|
generator|214||دِينَمُو|||||n|
generator|214||مُوَلِّد|||||n|
glove box|214||جِيبة التّابْلُو|||||n|
hazard light|214||ضَوّ رُباعِي|||||n|
headlight|214||ضَوّ أمامِي|ضْواوْ أمامِيّة||||n|
heater|214||دَفّاي|||||n|
high-beams|214||كَشّاف|كَشّافات||||n|
hood|214||غَطا الماتُور|||||n|
horn|214||زَمُّور|زَمامِير||||n|
ignition switch|214||سْوِتْش|||||n|
ignition switch|214||سِلْف|||||n|
dome light (car)|214||ضَوّ غُرْفة|||||n|
cabin light (car)|214||ضَوّ غُرْفة|||||n|
license plate|214||لَوْحة|لَوْحات||||n|
license plate|214||نُمْرة|نُمَر||||n|
license plate|214||رَقَم|أرْقام||||n|
lug wrench|214||مِفْتاح جَنْط|مَفاتِيح جَنْط||||n|
manual transmission|214||جِير عاجِي|||||n|
stick shift|||جِير عاجِي|||||n|
muffler|214||أكْزُوزْت|||||n|
exhaust (car)|214||أكْزُوزْت|||||n|
odometer|214||عَدّاد المَسافة|||||n|
oil dipstick|215||سِيخ زَيْت|||||n|
oil pump|215||طُرُومْبة زَيْت|||||n|
oiling system|215||نِظام التَّزْيِيت|||||n|
pimp up (e.g. car)|215||عَدِّل|||||v|
modify|||عَدِّل|||||v|
pump|215||طْرُومْبة|||||n|
fill (e.g. tires with air)|215||عَبِّي|||||v|
radiator|215||رُودِيتَر|||||n|
radio|215||رادْيُو|||||n|
rear window|215||جْزاز خَلْفِي|||||n|
rearview mirror|215||مْراية خَلْفِيّة|||||n|
reverse|215||رِيفِيرْس|||||n|
rim|215||جَنْط|جَنْطات||||n|
RPM guage|215||عَدّاد الضَّواجان|||||n|
seatbelt|215||حْزام الأمان|حْزامات الأمان|أَحْزِمة الأمان|||n|
shock absorber|215||صْنُوبَرْصات|||||n|
side view mirror|215||مْراية جانِبِيّة|مُرِي جانِبِيّة||||n|
sound system|215||سِسْتِم|||||n|
spare tire|215||عَجَل سْبِير|أعْجال سْبِير||||n|
spark plug|215||بُوجِيّة|بُوجِيّات||||n|
steering wheel|215||سْتِيرِنج|||||n|
sun visor (car)|215||شَمْسِيّة|||||n|
sunroof|215||فَتْحة سَقِف|||||n|
temperature gauge|215||ساعة الحَرارة|||||n|
tinting|215||ضَباب|||||n|
tire|215||كَوْشُوك|||||n|
traffic accident report|215||كْرُوكا|||||n|
trunk lid|216||غَطا صَنْدُوق|||||n|
tube (tire)|216||بَلْف|||||n|
turn signal|216||غَمّاز|غَمّازات||||n|
unleaded gasoline (90)|216||بَنْزِين أُوكْتان (90)|||||n|
unleaded gasoline (95)|216||بَنْزِين أُوكْتان (95)|||||n|
wheel|216||عَجَل|أعْجال||||n|
tire|||عَجَل|أعْجال||||n|
windshield|216||جَزاز أمامِي|||||n|
windshield wiper|216||مَسّاحة|مَسّاحات||||n|
signal|217|217|إشارة|إشارات||||n|
sign|217|217|لافِتة|لافِتات||||n|
caution|218||إحْذَر|||||v|
be careful|218||إحْذَر|||||v|
paint|218||دَهان|||||n|
dye|||دَهان|||||n|
closed|218||مُغْلَق|||||adj|
prayer|218||صَلاة|||||n|
destination|218||وِجْهة|||||n|
detour|218||تَحْوِيلة|||||n|
parking|218||إصْطِفاف|||||n|
alignment|||إصْطِفاف|||||n|
double|218||مُزْدَوَج|||||adj|
dual|||مُزْدَوَج|||||adj|
drive|218||سُوق|||||v|
leisure|218||مَهْل|||||n|
drive slowly|218||سُوق عَلى مَهْلَك|||||v|
exit|218||مَخْرَج|||||n|
emergency|218||طَوارِئ|||||n|
entrance|218||مَدْخَل|||||n|
man|||رَجِل|رَجال||||n|
sale|||بَيْع|||||n|
for sale|218||لِلْبَيْع|||||adj|
smoker|218||مُدَخِّن|مُدَخِّنِين||||n|
priority|||أَوْلَوِيّة|أَوْلَوِيّات||||n|
